Member_ID,Gender,Age,Days_Since_Registration,Age_Group,group_kainin,Transaction_ID,Transaction_Date,Product_ID,Store_ID,Quantity,Amount,Amount_flag,Quantity_flag,Total2,Amount_pct,Quantity_label,Female,Male,Amount_Stead
246,Female,32,947,31-50,2年〜,284,2024-06-04 13:27:00,32,10,3,9450,1,1,11430,2,Medium,True,False,1.4805831679774153
246,Female,32,947,31-50,2年〜,721,2024-07-27 22:16:00,2,4,2,1980,0,0,11430,2,Low,True,False,-1.2095201471845853
247,Female,55,1345,51-65,2年〜,334,2024-06-10 16:00:00,14,3,2,2690,1,0,10040,2,Low,True,False,-0.9538342899201917
247,Female,55,1345,51-65,2年〜,738,2024-07-30 00:05:00,1,18,4,3660,1,1,10040,2,high,True,False,-0.6045169919674286
247,Female,55,1345,51-65,2年〜,787,2024-08-04 23:42:00,12,8,2,3690,1,0,10040,2,Low,True,False,-0.5937133641956936
248,Female,66,51,66-,〜1年,162,2024-05-20 15:52:00,21,9,4,1530,0,1,31550,4,high,True,False,-1.3715745637606094
248,Female,66,51,66-,〜1年,609,2024-07-14 06:00:00,47,18,4,9690,1,1,31550,4,high,True,False,1.5670121901512948
248,Female,66,51,66-,〜1年,681,2024-07-23 01:01:00,34,18,3,6860,1,1,31550,4,Medium,True,False,0.5478699703509653
248,Female,66,51,66-,〜1年,761,2024-08-01 19:30:00,18,8,1,3890,1,0,31550,4,Low,True,False,-0.521689179050794
248,Female,66,51,66-,〜1年,780,2024-08-04 03:11:00,41,9,3,9580,1,1,31550,4,Medium,True,False,1.5273988883216
249,Female,42,1633,31-50,2年〜,180,2024-05-22 20:38:00,6,18,3,9980,1,1,9980,2,Medium,True,False,1.6714472586113993
250,Female,71,4,66-,〜1年,601,2024-07-13 06:33:00,28,14,2,5510,1,0,10820,2,Low,True,False,0.061706720622892876
250,Female,71,4,66-,〜1年,953,2024-08-25 06:14:00,34,6,3,5310,1,1,10820,2,Medium,True,False,-0.010317464522006738
251,Female,47,1576,31-50,2年〜,533,2024-07-04 23:15:00,32,7,2,4650,1,0,22500,3,Low,True,False,-0.24799727550017545
251,Female,47,1576,31-50,2年〜,534,2024-07-05 02:11:00,25,4,2,7950,1,0,22500,3,Low,True,False,0.9404017793906682
251,Female,47,1576,31-50,2年〜,806,2024-08-07 07:23:00,29,8,4,8020,1,1,22500,3,high,True,False,0.965610244191383
251,Female,47,1576,31-50,2年〜,833,2024-08-10 14:32:00,4,17,1,1880,0,0,22500,3,Low,True,False,-1.2455322397570352
252,Female,30,1710,-30,2年〜,257,2024-06-01 06:19:00,37,1,1,4310,1,0,8140,1,Low,True,False,-0.3704383902465048
252,Female,30,1710,-30,2年〜,308,2024-06-07 11:47:00,14,17,4,590,0,1,8140,1,high,True,False,-1.7100882339416377
252,Female,30,1710,-30,2年〜,800,2024-08-06 13:48:00,23,6,2,3240,1,0,8140,1,Low,True,False,-0.7557677807717177
253,Female,72,1914,66-,2年〜,213,2024-05-26 21:21:00,38,12,3,1300,0,1,2390,1,Medium,True,False,-1.454402376677244
253,Female,72,1914,66-,2年〜,248,2024-05-31 03:56:00,30,16,4,1090,0,1,2390,1,high,True,False,-1.5300277710793886
254,Female,51,1308,51-65,2年〜,88,2024-05-11 14:59:00,37,17,2,2670,1,0,25230,4,Low,True,False,-0.9610367084346816
254,Female,51,1308,51-65,2年〜,238,2024-05-29 22:37:00,30,12,3,6460,1,1,25230,4,Medium,True,False,0.403821600061166
254,Female,51,1308,51-65,2年〜,509,2024-07-02 00:54:00,43,2,1,6250,1,0,25230,4,Low,True,False,0.3281962056590214
254,Female,51,1308,51-65,2年〜,555,2024-07-07 15:44:00,22,3,1,8670,1,0,25230,4,Low,True,False,1.1996888459123067
254,Female,51,1308,51-65,2年〜,682,2024-07-23 03:57:00,17,16,1,1180,0,0,25230,4,Low,True,False,-1.4976168877641838
255,Female,40,298,31-50,〜1年,378,2024-06-16 00:57:00,1,5,2,3450,1,0,16120,2,Low,True,False,-0.6801423863695731
255,Female,40,298,31-50,〜1年,857,2024-08-13 12:52:00,12,12,2,4250,1,0,16120,2,Low,True,False,-0.3920456457899747
255,Female,40,298,31-50,〜1年,867,2024-08-14 18:11:00,37,19,4,8420,1,1,16120,2,high,True,False,1.1096586144811822
256,Male,52,1707,51-65,2年〜,209,2024-05-26 09:38:00,33,4,3,7040,1,1,23980,3,Medium,False,True,0.6126917369813749
256,Male,52,1707,51-65,2年〜,273,2024-06-03 05:12:00,4,15,3,6300,1,1,23980,3,Medium,False,True,0.34620225194524634
256,Male,52,1707,51-65,2年〜,300,2024-06-06 12:20:00,13,7,4,6610,1,1,23980,3,high,False,True,0.45783973891984076
256,Male,52,1707,51-65,2年〜,369,2024-06-14 22:34:00,50,2,3,2990,1,1,23980,3,Medium,False,True,-0.8457980122028422
256,Male,52,1707,51-65,2年〜,421,2024-06-21 06:59:00,21,6,4,1040,0,1,23980,3,high,False,True,-1.5480338173656134
257,Female,76,1920,66-,2年〜,896,2024-08-18 07:10:00,48,14,2,1560,0,0,1560,1,Low,True,False,-1.3607709359888744
258,Female,34,1803,31-50,2年〜,89,2024-05-11 17:55:00,42,13,4,8730,1,1,34770,4,high,True,False,1.2212961014557766
258,Female,34,1803,31-50,2年〜,134,2024-05-17 05:48:00,13,16,4,3110,1,1,34770,4,high,True,False,-0.8025835011159025
258,Female,34,1803,31-50,2年〜,179,2024-05-22 17:42:00,32,15,2,3840,1,0,34770,4,Low,True,False,-0.5396952253370189
258,Female,34,1803,31-50,2年〜,383,2024-06-16 15:36:00,34,17,2,4450,1,0,34770,4,Low,True,False,-0.3200214606450751
258,Female,34,1803,31-50,2年〜,428,2024-06-22 03:30:00,17,14,3,5470,1,1,34770,4,Medium,True,False,0.04730188359391295
258,Female,34,1803,31-50,2年〜,973,2024-08-27 16:51:00,12,8,4,1950,0,1,34770,4,high,True,False,-1.2203237749563203
258,Female,34,1803,31-50,2年〜,992,2024-08-30 00:33:00,19,14,1,7220,1,0,34770,4,Low,True,False,0.6775135036117845
259,Female,56,1562,51-65,2年〜,130,2024-05-16 18:05:00,1,1,2,9480,1,0,22450,3,Low,True,False,1.4913867957491502
259,Female,56,1562,51-65,2年〜,552,2024-07-07 06:56:00,25,8,3,6360,1,1,22450,3,Medium,True,False,0.3678095074887162
259,Female,56,1562,51-65,2年〜,709,2024-07-26 11:05:00,37,6,4,3430,1,1,22450,3,high,True,False,-0.6873448048840631
259,Female,56,1562,51-65,2年〜,984,2024-08-29 01:06:00,22,20,1,3180,1,0,22450,3,Low,True,False,-0.7773750363151876
260,Male,43,1561,31-50,2年〜,259,2024-06-01 12:10:00,40,11,4,8130,1,1,55130,4,high,False,True,1.0052235460210779
260,Male,43,1561,31-50,2年〜,260,2024-06-01 15:06:00,8,10,1,3080,1,0,55130,4,Low,False,True,-0.8133871288876374
260,Male,43,1561,31-50,2年〜,494,2024-06-30 04:56:00,2,16,1,7300,1,0,55130,4,Low,False,True,0.7063231776697444
260,Male,43,1561,31-50,2年〜,538,2024-07-05 13:54:00,16,12,4,8390,1,1,55130,4,high,False,True,1.0988549867094473
260,Male,43,1561,31-50,2年〜,568,2024-07-09 05:50:00,44,11,1,6890,1,0,55130,4,Low,False,True,0.5586735981227002
260,Male,43,1561,31-50,2年〜,720,2024-07-27 19:20:00,40,7,2,7930,1,0,55130,4,Low,False,True,0.9331993608761782
260,Male,43,1561,31-50,2年〜,734,2024-07-29 12:22:00,36,15,2,9040,1,0,55130,4,Low,False,True,1.332933588430371
260,Male,43,1561,31-50,2年〜,891,2024-08-17 16:31:00,32,20,1,4370,1,0,55130,4,Low,False,True,-0.3488311347030349
261,Male,19,299,-30,〜1年,360,2024-06-13 20:12:00,29,19,2,8350,1,0,24150,3,Low,False,True,1.0844501496804673
261,Male,19,299,-30,〜1年,361,2024-06-13 23:08:00,26,3,3,6150,1,1,24150,3,Medium,False,True,0.2921841130865716
261,Male,19,299,-30,〜1年,457,2024-06-25 16:30:00,33,8,4,3990,1,1,24150,3,high,False,True,-0.4856770864783442
261,Male,19,299,-30,〜1年,565,2024-07-08 21:02:00,13,8,4,5660,1,1,24150,3,high,False,True,0.11572485948156758
262,Female,25,177,-30,〜1年,185,2024-05-23 11:17:00,24,7,3,2490,1,1,26630,4,Medium,True,False,-1.0258584750650912
262,Female,25,177,-30,〜1年,687,2024-07-23 18:37:00,34,13,4,6080,1,1,26630,4,high,True,False,0.2669756482858568
262,Female,25,177,-30,〜1年,899,2024-08-18 15:58:00,21,14,1,9020,1,0,26630,4,Low,True,False,1.3257311699158811
262,Female,25,177,-30,〜1年,905,2024-08-19 09:33:00,36,12,2,9040,1,0,26630,4,Low,True,False,1.332933588430371
263,Female,32,1809,31-50,2年〜,29,2024-05-04 10:03:00,36,8,1,8600,1,0,32150,4,Low,True,False,1.1744803811115918
263,Female,32,1809,31-50,2年〜,39,2024-05-05 15:22:00,1,9,4,8630,1,1,32150,4,high,True,False,1.1852840088833267
263,Female,32,1809,31-50,2年〜,91,2024-05-11 23:47:00,35,7,1,9170,1,0,32150,4,Low,True,False,1.3797493087745558
263,Female,32,1809,31-50,2年〜,255,2024-06-01 00:27:00,1,12,3,4290,1,1,32150,4,Medium,True,False,-0.37764080876099476
263,Female,32,1809,31-50,2年〜,708,2024-07-26 08:10:00,9,8,4,1460,0,1,32150,4,high,True,False,-1.3967830285613243
264,Female,69,1420,66-,2年〜,123,2024-05-15 21:34:00,46,13,1,7590,1,0,18800,3,Low,True,False,0.8107582461298488
264,Female,69,1420,66-,2年〜,140,2024-05-17 23:23:00,35,1,3,4290,1,1,18800,3,Medium,True,False,-0.37764080876099476
264,Female,69,1420,66-,2年〜,336,2024-06-10 21:51:00,28,14,3,1780,0,1,18800,3,Medium,True,False,-1.2815443323294848
264,Female,69,1420,66-,2年〜,850,2024-08-12 16:21:00,21,18,1,5140,1,0,18800,3,Low,True,False,-0.0715380218951714
265,Male,56,1497,51-65,2年〜,749,2024-07-31 08:20:00,35,2,4,1610,0,1,10050,2,high,False,True,-1.3427648897026496
265,Male,56,1497,51-65,2年〜,840,2024-08-11 11:03:00,5,8,3,3980,1,1,10050,2,Medium,False,True,-0.4892782957355892
265,Male,56,1497,51-65,2年〜,928,2024-08-22 04:58:00,3,1,2,4460,1,0,10050,2,Low,False,True,-0.3164202513878301
266,Male,56,1272,51-65,2年〜,210,2024-05-26 12:33:00,32,5,3,6240,1,1,19550,3,Medium,False,True,0.32459499640177647
266,Male,56,1272,51-65,2年〜,244,2024-05-30 16:12:00,26,13,3,3780,1,1,19550,3,Medium,False,True,-0.5613024808804887
266,Male,56,1272,51-65,2年〜,379,2024-06-16 03:53:00,43,16,3,6350,1,1,19550,3,Medium,False,True,0.3642082982314713
266,Male,56,1272,51-65,2年〜,977,2024-08-28 04:35:00,25,3,3,3180,1,1,19550,3,Medium,False,True,-0.7773750363151876
267,Male,49,19,31-50,〜1年,246,2024-05-30 22:04:00,40,20,2,1470,0,0,20590,3,Low,False,True,-1.3931818193040792
267,Male,49,19,31-50,〜1年,693,2024-07-24 12:12:00,32,13,3,9020,1,1,20590,3,Medium,False,True,1.3257311699158811
267,Male,49,19,31-50,〜1年,864,2024-08-14 09:23:00,23,20,1,6030,1,0,20590,3,Low,False,True,0.24896960199963186
267,Male,49,19,31-50,〜1年,938,2024-08-23 10:16:00,26,7,1,4070,1,0,20590,3,Low,False,True,-0.4568674124203843
268,Male,53,748,51-65,2年〜,409,2024-06-19 19:49:00,13,10,3,8150,1,1,37370,4,Medium,False,True,1.0124259645355678
268,Male,53,748,51-65,2年〜,694,2024-07-24 15:08:00,36,14,3,6540,1,1,37370,4,Medium,False,True,0.4326312741191259
268,Male,53,748,51-65,2年〜,707,2024-07-26 05:14:00,44,8,1,9560,1,0,37370,4,Low,False,True,1.52019646980711
268,Male,53,748,51-65,2年〜,862,2024-08-14 03:31:00,5,10,2,1470,0,0,37370,4,Low,False,True,-1.3931818193040792
268,Male,53,748,51-65,2年〜,904,2024-08-19 06:37:00,25,16,3,580,0,1,37370,4,Medium,False,True,-1.7136894431988825
268,Male,53,748,51-65,2年〜,949,2024-08-24 18:31:00,40,10,4,8700,1,1,37370,4,high,False,True,1.2104924736840417
268,Male,53,748,51-65,2年〜,994,2024-08-30 06:24:00,16,7,1,2370,1,0,37370,4,Low,False,True,-1.069072986152031
269,Male,68,647,66-,1年〜2年,116,2024-05-15 01:03:00,3,19,3,6300,1,1,21860,3,Medium,False,True,0.34620225194524634
269,Male,68,647,66-,1年〜2年,384,2024-06-16 18:32:00,44,3,4,4330,1,1,21860,3,high,False,True,-0.36323597173201483
269,Male,68,647,66-,1年〜2年,427,2024-06-22 00:34:00,42,13,2,9910,1,0,21860,3,Low,False,True,1.6462387938106844
269,Male,68,647,66-,1年〜2年,732,2024-07-29 06:30:00,45,1,2,1320,0,0,21860,3,Low,False,True,-1.447199958162754
270,Female,42,1234,31-50,2年〜,217,2024-05-27 09:04:00,47,14,3,9190,1,1,23290,3,Medium,True,False,1.3869517272890457
270,Female,42,1234,31-50,2年〜,589,2024-07-11 19:23:00,26,17,4,7450,1,1,23290,3,high,True,False,0.7603413165284191
270,Female,42,1234,31-50,2年〜,675,2024-07-22 07:26:00,18,12,3,3030,1,1,23290,3,Medium,True,False,-0.8313931751738624
270,Female,42,1234,31-50,2年〜,819,2024-08-08 21:30:00,35,6,3,3620,1,1,23290,3,Medium,True,False,-0.6189218289964085
271,Male,76,481,66-,1年〜2年,9,2024-05-01 23:26:00,36,18,2,7990,1,0,20460,3,Low,False,True,0.954806616419648
271,Male,76,481,66-,1年〜2年,50,2024-05-06 23:36:00,47,10,2,5310,1,0,20460,3,Low,False,True,-0.010317464522006738
271,Male,76,481,66-,1年〜2年,392,2024-06-17 17:59:00,6,16,1,2800,1,0,20460,3,Low,False,True,-0.9142209880904969
271,Male,76,481,66-,1年〜2年,775,2024-08-03 12:32:00,1,12,4,4360,1,1,20460,3,high,False,True,-0.3524323439602799
272,Male,49,1937,31-50,2年〜,170,2024-05-21 15:19:00,46,18,4,6470,1,1,8650,1,high,False,True,0.407422809318411
272,Male,49,1937,31-50,2年〜,778,2024-08-03 21:20:00,34,2,2,2180,1,0,8650,1,Low,False,True,-1.1374959620396856
273,Male,71,461,66-,1年〜2年,263,2024-06-01 23:54:00,1,10,2,2870,1,0,20940,3,Low,False,True,-0.889012523289782
273,Male,71,461,66-,1年〜2年,393,2024-06-17 20:55:00,48,3,3,6890,1,1,20940,3,Medium,False,True,0.5586735981227002
273,Male,71,461,66-,1年〜2年,498,2024-06-30 16:40:00,14,4,4,1480,0,1,20940,3,high,False,True,-1.3895806100468344
273,Male,71,461,66-,1年〜2年,772,2024-08-03 03:44:00,41,9,2,9700,1,0,20940,3,Low,False,True,1.5706133994085398
275,Male,79,1179,66-,2年〜,12,2024-05-02 08:14:00,9,19,4,3720,1,1,15350,2,high,False,True,-0.5829097364239586
275,Male,79,1179,66-,2年〜,722,2024-07-28 01:12:00,8,13,3,4220,1,1,15350,2,Medium,False,True,-0.40284927356170963
275,Male,79,1179,66-,2年〜,826,2024-08-09 18:01:00,40,20,2,680,0,0,15350,2,Low,False,True,-1.6776773506264329
275,Male,79,1179,66-,2年〜,836,2024-08-10 23:19:00,49,14,1,6730,1,0,15350,2,Low,False,True,0.5010542500067805
276,Male,26,771,-30,2年〜,208,2024-05-26 06:42:00,49,3,2,750,0,0,10290,2,Low,False,True,-1.652468885825718
276,Male,26,771,-30,2年〜,869,2024-08-15 00:02:00,48,5,4,3780,1,1,10290,2,high,False,True,-0.5613024808804887
276,Male,26,771,-30,2年〜,886,2024-08-17 01:52:00,32,1,3,5760,1,1,10290,2,Medium,False,True,0.15173695205401738
277,Male,80,140,66-,〜1年,10,2024-05-02 02:22:00,35,16,4,8480,1,1,35290,4,high,False,True,1.131265870024652
277,Male,80,140,66-,〜1年,45,2024-05-06 08:57:00,10,10,4,6870,1,1,35290,4,high,False,True,0.5514711796082102
277,Male,80,140,66-,〜1年,331,2024-06-10 07:12:00,20,9,3,2680,1,1,35290,4,Medium,False,True,-0.9574354991774366
277,Male,80,140,66-,〜1年,353,2024-06-12 23:41:00,11,2,4,1690,0,1,35290,4,high,False,True,-1.3139552156446896
277,Male,80,140,66-,〜1年,663,2024-07-20 20:16:00,4,15,4,5000,1,1,35290,4,high,False,True,-0.12195495149660114
277,Male,80,140,66-,〜1年,759,2024-08-01 13:38:00,20,16,1,5090,1,0,35290,4,Low,False,True,-0.0895440681813963
277,Male,80,140,66-,〜1年,932,2024-08-22 16:41:00,48,12,3,5480,1,1,35290,4,Medium,False,True,0.05090309285115793
278,Female,69,735,66-,2年〜,398,2024-06-18 11:34:00,26,12,3,5250,1,1,7940,1,Medium,True,False,-0.03192472006547662
278,Female,69,735,66-,2年〜,436,2024-06-23 02:57:00,48,4,1,2690,1,0,7940,1,Low,True,False,-0.9538342899201917
279,Male,34,849,31-50,2年〜,157,2024-05-20 01:13:00,34,8,1,6290,1,0,21680,3,Low,False,True,0.34260104268800134
279,Male,34,849,31-50,2年〜,689,2024-07-24 00:28:00,13,17,3,9860,1,1,21680,3,Medium,False,True,1.6282327475244593
279,Male,34,849,31-50,2年〜,769,2024-08-02 18:57:00,23,20,2,5530,1,0,21680,3,Low,False,True,0.06890913913738284
280,Female,62,1758,51-65,2年〜,98,2024-05-12 20:18:00,29,4,4,5920,1,1,8100,1,high,True,False,0.2093563001699371
280,Female,62,1758,51-65,2年〜,573,2024-07-09 20:29:00,9,20,2,2180,1,0,8100,1,Low,True,False,-1.1374959620396856
281,Male,70,333,66-,〜1年,5,2024-05-01 11:43:00,28,5,4,9390,1,1,26070,4,high,False,True,1.4589759124339454
281,Male,70,333,66-,〜1年,212,2024-05-26 18:25:00,19,4,1,2720,1,0,26070,4,Low,False,True,-0.9430306621484568
281,Male,70,333,66-,〜1年,448,2024-06-24 14:07:00,36,15,1,4630,1,0,26070,4,Low,False,True,-0.2551996940146654
281,Male,70,333,66-,〜1年,744,2024-07-30 17:40:00,3,13,4,6280,1,1,26070,4,high,False,True,0.3389998334307564
281,Male,70,333,66-,〜1年,818,2024-08-08 18:34:00,15,17,2,3050,1,0,26070,4,Low,False,True,-0.8241907566593724
282,Male,75,578,66-,1年〜2年,303,2024-06-06 21:08:00,34,13,3,1660,0,1,1660,1,Medium,False,True,-1.3247588434164246
283,Male,58,1951,51-65,2年〜,431,2024-06-22 12:18:00,39,7,3,3640,1,1,21400,3,Medium,False,True,-0.6117194104819185
283,Male,58,1951,51-65,2年〜,710,2024-07-26 14:01:00,10,14,3,6310,1,1,21400,3,Medium,False,True,0.34980346120249134
283,Male,58,1951,51-65,2年〜,740,2024-07-30 05:57:00,25,14,3,1820,0,1,21400,3,Medium,False,True,-1.267139495300505
283,Male,58,1951,51-65,2年〜,907,2024-08-19 15:25:00,41,4,4,9630,1,1,21400,3,high,False,True,1.545404934607825
284,Male,36,1168,31-50,2年〜,332,2024-06-10 10:08:00,32,13,3,2780,1,1,6910,1,Medium,False,True,-0.9214234066049868
284,Male,36,1168,31-50,2年〜,678,2024-07-22 16:14:00,4,7,2,2320,1,0,6910,1,Low,False,True,-1.087079032438256
284,Male,36,1168,31-50,2年〜,828,2024-08-09 23:52:00,34,17,3,1810,0,1,6910,1,Medium,False,True,-1.27074070455775
285,Female,66,757,66-,2年〜,426,2024-06-21 21:38:00,37,1,4,3730,1,1,11890,2,high,True,False,-0.5793085271667137
285,Female,66,757,66-,2年〜,974,2024-08-27 19:47:00,16,15,3,8160,1,1,11890,2,Medium,True,False,1.0160271737928128
286,Female,27,746,-30,2年〜,138,2024-05-17 17:32:00,36,18,3,9020,1,1,24310,3,Medium,True,False,1.3257311699158811
286,Female,27,746,-30,2年〜,164,2024-05-20 21:44:00,39,11,2,9730,1,0,24310,3,Low,True,False,1.5814170271802748
286,Female,27,746,-30,2年〜,758,2024-08-01 10:42:00,29,11,1,4430,1,0,24310,3,Low,True,False,-0.327223879159565
286,Female,27,746,-30,2年〜,839,2024-08-11 08:07:00,45,14,1,1130,0,0,24310,3,Low,True,False,-1.5156229340504086
287,Male,67,1383,66-,2年〜,144,2024-05-18 11:07:00,24,16,4,7930,1,1,15420,2,high,False,True,0.9331993608761782
287,Male,67,1383,66-,2年〜,242,2024-05-30 10:21:00,50,15,3,7490,1,1,15420,2,Medium,False,True,0.7747461535573991
288,Female,80,20,66-,〜1年,105,2024-05-13 16:49:00,22,6,1,5960,1,0,31810,4,Low,True,False,0.223761137198917
288,Female,80,20,66-,〜1年,168,2024-05-21 09:27:00,20,5,1,6520,1,0,31810,4,Low,True,False,0.4254288556046359
288,Female,80,20,66-,〜1年,228,2024-05-28 17:19:00,10,9,4,3570,1,1,31810,4,high,True,False,-0.6369278752826334
288,Female,80,20,66-,〜1年,387,2024-06-17 03:20:00,18,12,4,7230,1,1,31810,4,high,True,False,0.6811147128690296
288,Female,80,20,66-,〜1年,388,2024-06-17 06:16:00,15,7,4,1590,0,1,31810,4,high,True,False,-1.3499673082171395
288,Female,80,20,66-,〜1年,401,2024-06-18 20:22:00,27,11,3,6940,1,1,31810,4,Medium,True,False,0.576679644408925
289,Male,45,1877,31-50,2年〜,214,2024-05-27 00:17:00,3,10,2,2960,1,0,15810,2,Low,False,True,-0.8566016399745772
289,Male,45,1877,31-50,2年〜,628,2024-07-16 13:41:00,21,17,4,6870,1,1,15810,2,high,False,True,0.5514711796082102
289,Male,45,1877,31-50,2年〜,776,2024-08-03 15:28:00,17,3,1,5980,1,0,15810,2,Low,False,True,0.23096355571340696
290,Female,79,107,66-,〜1年,13,2024-05-02 11:10:00,38,5,4,4960,1,1,10790,2,high,True,False,-0.13635978852558106
290,Female,79,107,66-,〜1年,335,2024-06-10 18:55:00,50,11,4,5830,1,1,10790,2,high,True,False,0.17694541685473225
291,Male,36,1276,31-50,2年〜,19,2024-05-03 04:45:00,3,13,2,6490,1,0,22090,3,Low,False,True,0.41462522783290096
291,Male,36,1276,31-50,2年〜,90,2024-05-11 20:51:00,37,4,2,820,0,0,22090,3,Low,False,True,-1.627260421025003
291,Male,36,1276,31-50,2年〜,137,2024-05-17 14:36:00,11,11,3,5090,1,1,22090,3,Medium,False,True,-0.0895440681813963
291,Male,36,1276,31-50,2年〜,195,2024-05-24 16:36:00,28,6,2,7090,1,0,22090,3,Low,False,True,0.6306977832675998
291,Male,36,1276,31-50,2年〜,913,2024-08-20 09:00:00,39,18,3,2600,1,1,22090,3,Medium,False,True,-0.9862451732353965
292,Female,54,115,51-65,〜1年,6,2024-05-01 14:39:00,21,14,4,8730,1,1,13120,2,high,True,False,1.2212961014557766
292,Female,54,115,51-65,〜1年,174,2024-05-22 03:03:00,19,8,2,3580,1,0,13120,2,Low,True,False,-0.6333266660253883
292,Female,54,115,51-65,〜1年,371,2024-06-15 04:26:00,41,9,1,810,0,0,13120,2,Low,True,False,-1.630861630282248
293,Female,35,388,31-50,1年〜2年,60,2024-05-08 04:55:00,48,19,4,6710,1,1,12580,2,high,True,False,0.49385183149229056
293,Female,35,388,31-50,1年〜2年,81,2024-05-10 18:28:00,42,15,2,4980,1,0,12580,2,Low,True,False,-0.1291573700110911
293,Female,35,388,31-50,1年〜2年,490,2024-06-29 17:13:00,13,15,4,890,0,1,12580,2,high,True,False,-1.602051956224288
294,Male,32,1127,31-50,2年〜,655,2024-07-19 20:49:00,50,18,4,7840,1,1,17550,3,high,False,True,0.9007884775609734
294,Male,32,1127,31-50,2年〜,792,2024-08-05 14:21:00,47,10,2,9710,1,0,17550,3,Low,False,True,1.5742146086657847
295,Female,66,393,66-,1年〜2年,446,2024-06-24 08:15:00,37,6,2,4360,1,0,23430,3,Low,True,False,-0.3524323439602799
295,Female,66,393,66-,1年〜2年,571,2024-07-09 14:37:00,26,8,1,9080,1,0,23430,3,Low,True,False,1.347338425459351
295,Female,66,393,66-,1年〜2年,923,2024-08-21 14:19:00,9,6,2,9990,1,0,23430,3,Low,True,False,1.6750484678686441
296,Male,41,1513,31-50,2年〜,991,2024-08-29 21:37:00,16,14,2,9350,1,0,9350,1,Low,False,True,1.4445710754049654
297,Female,58,1613,51-65,2年〜,575,2024-07-10 02:21:00,32,16,3,1700,0,1,10860,2,Medium,True,False,-1.3103540063874448
297,Female,58,1613,51-65,2年〜,697,2024-07-24 23:55:00,1,8,4,9160,1,1,10860,2,high,True,False,1.3761480995173108
298,Female,71,1177,66-,2年〜,36,2024-05-05 06:34:00,7,5,3,9370,1,1,9370,1,Medium,True,False,1.4517734939194553
300,Female,50,104,31-50,〜1年,128,2024-05-16 12:13:00,39,20,2,7450,1,0,11830,2,Low,True,False,0.7603413165284191
300,Female,50,104,31-50,〜1年,142,2024-05-18 05:15:00,40,16,3,4380,1,1,11830,2,Medium,True,False,-0.34522992544578995
